01/01/2013,LV-5,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,PLANT 1 - SURGE BASIN,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,180,7560,99%,99.0%,1,2.51,All Groundwater,YES,28308,0.07,1%,0.76,12833.75,Remediation Oil,YES,219,2.81,YES,28.53,100.84,<0.001,<0.001,<0.001,
01/02/2013,LV-5,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,PLANT 1 - SURGE BASIN,WATER,PLANT 1 - 4TH LAGOON ,NO,4th Lagoon,NO,YES,1140,47880,99%,99.5%,1,2.42,All Groundwater,NO,180192,0.44,1%,0.76,12833.75,Remediation Oil,NO,692,8.88,YES,180.88,51.53,<0.011,<0.011,<0.011,
01/02/2013,LV-3,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,PLANT 1 - SURGE BASIN,WATER,PLANT 1 - 4TH LAGOON ,NO,4th Lagoon,NO,YES,960,40320,99%,99.5%,1,2.42,All Groundwater,NO,151740,0.37,1%,0.76,12833.75,Remediation Oil,NO,583,7.48,YES,152.32,51.53,<0.011,<0.011,<0.011,
01/02/2013,LV-6,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,PLANT 1 - SURGE BASIN,WATER,PLANT 1 - 4TH LAGOON ,NO,4th Lagoon,NO,YES,720,30240,99%,99.5%,1,2.42,All Groundwater,NO,113805,0.28,1%,0.76,12833.75,Remediation Oil,NO,437,5.61,YES,114.24,51.53,<0.011,<0.011,<0.011,
01/02/2013,LV-2,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,PLANT 1 - SURGE BASIN,WATER,PLANT 1 - 4TH LAGOON ,NO,4th Lagoon,NO,YES,660,27720,99%,99.5%,1,2.42,All Groundwater,NO,104321,0.25,1%,0.76,12833.75,Remediation Oil,NO,401,5.14,YES,104.72,51.53,<0.011,<0.011,<0.011,
01/02/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4508 - DGF,OIL,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,120,5040,10-30%,20.0%,1,4,TK-4507 Waste Water Tank,YES,3813,0.02,80%,0.85,500,TK-4507 Waste Water Tank,NO,12963,6.48,YES,16.78,387.27,<0.011,<0.011,-,
01/02/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 80 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,5,210,>90%,95.5%,1,56.2,Debut Gasoline,NO,759,0.04,5%,0.75,5620,Debut Gasoline,NO,27,0.15,YES,0.79,246.36,<0.001,<0.001,-,
01/02/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,55,2310,>90%,95.5%,1,0.1,Ultra Low Sulfur Diesel,NO,8344,<0.01,5%,0.84,10,Ultra Low Sulfur Diesel,NO,330,<0.01,YES,8.67,0.48,<0.001,<0.001,<0.001,
01/02/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - SPIDER BOX OMD,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,65,2730,>90%,90.0%,,4.42,"Spider Sump, Aqueous Layer",NO,#VALUE!,#VALUE!,10%,0.8,2152.08,"Spider Sump, Oil Layer",NO,825,1.77,YES,#VALUE!,#VALUE!,#VALUE!,#VALUE!,-,
01/02/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 775 - SUMP / WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,10,420,>90%,95.5%,1,24,Crude,NO,1517,0.04,5%,0.79,2400,Crude,NO,56,0.14,YES,1.57,109.27,<0.001,<0.001,-,
01/02/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,55,2310,>90%,95.5%,1,0.1,Ultra Low Sulfur Diesel,NO,8344,<0.01,5%,0.84,10,Ultra Low Sulfur Diesel,NO,330,<0.01,YES,8.67,0.48,<0.001,<0.001,<0.001,
01/02/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 6 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,54,2268,99%,95.5%,1,24,Crude,NO,8192,0.2,5%,0.79,2400,Crude,NO,305,0.73,YES,8.5,109.27,<0.001,<0.001,-,
01/02/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - CRUDE DOCKS SUMP,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,YES,NO,9,378,99%,99.0%,1,24,Crude,NO,1415,0.03,1%,0.79,2400,Crude,NO,11,0.03,YES,1.43,42.81,<0.001,-,-,
01/02/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - JET FILTERS,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,5,210,99%,99.0%,1,0.6,Jet,NO,786,<0.01,1%,0.79,60,Jet,NO,6,<0.01,YES,0.79,1.07,<0.001,<0.001,-,
01/02/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 57 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,3,126,99%,95.5%,1,0.6,Jet,NO,455,<0.01,5%,0.79,60,Jet,NO,17,<0.01,YES,0.47,2.74,<0.001,<0.001,-,
01/02/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 62 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,1,42,99%,95.5%,1,0.6,Jet,NO,152,<0.01,5%,0.79,60,Jet,NO,6,<0.01,YES,0.16,2.74,<0.001,<0.001,-,
01/02/2013,LV-1,PLANT 2 - UNIT 310 - LPG & CRUDE LOADING,CRUDE DOCKS - UNDERGROUND TANK - TANK 101,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,YES,NO,60,2520,99%,99.0%,1,14.97,T-101 Underground Storage Tank Aqueous,YES,9436,0.14,1%,0.86,2055,T-101 Underground Storage Tank Oil,NO,82,0.17,YES,9.52,32.6,<0.001,-,-,
01/02/2013,LV-7,METRO,Metro - East of the ditch,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,4,168,>90%,90.0%,1,2.51,All Groundwater,YES,572,<0.01,10%,0.76,12833.75,Remediation Oil,YES,49,0.62,YES,0.62,1007.12,<0.001,<0.001,-,
01/02/2013,LV-7,METRO,Metro - West of the ditch,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,6,252,>90%,90.0%,1,2.51,All Groundwater,YES,858,<0.01,10%,0.76,12833.75,Remediation Oil,YES,73,0.94,YES,0.93,1007.12,<0.001,<0.001,<0.001,
01/02/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N - Monitoring Trenches North of Pond/Swale,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,62,2604,>90%,90.0%,1,2.51,All Groundwater,YES,8864,0.02,10%,0.76,12833.75,Remediation Oil,YES,753,9.66,YES,9.62,1007.12,<0.011,<0.011,-,
01/03/2013,LV-3,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,PLANT 1 - SURGE BASIN,IRON SCUM,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,180,7560,99%,99.0%,1,<0.01,Sludge,NO,28308,<0.01,1%,0.96,0.21,Sludge,NO,273,<0.01,YES,28.58,<0.001,<0.001,<0.001,<0.001,Sample taken from 4th Lagoon where the iron scum was dumped out of the basin and into the lagoons.
01/03/2013,LV-7,METRO,Metro - East of the ditch,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,5,210,>90%,90.0%,1,2.51,All Groundwater,YES,715,<0.01,10%,0.76,12833.75,Remediation Oil,YES,61,0.78,YES,0.78,1007.12,<0.001,<0.001,-,
01/03/2013,LV-7,METRO,Metro - West of the ditch,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,17,714,99%,99.0%,1,2.51,All Groundwater,YES,2674,<0.01,1%,0.76,12833.75,Remediation Oil,YES,21,0.26,YES,2.69,100.84,<0.001,<0.001,<0.001,
01/03/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N - Monitoring Trenches North of Pond/Swale,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,15,630,>90%,90.0%,1,2.51,All Groundwater,YES,2145,<0.01,10%,0.76,12833.75,Remediation Oil,YES,182,2.34,YES,2.33,1007.12,<0.001,<0.001,-,
01/03/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,8,336,>90%,90.0%,1,2.51,All Groundwater,YES,1144,<0.01,10%,0.76,12833.75,Remediation Oil,YES,97,1.25,YES,1.24,1007.12,<0.001,<0.001,-,
01/03/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 3801 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,55,2310,>90%,95.5%,1,0.1,Ultra Low Sulfur Diesel,NO,8344,<0.01,5%,0.84,10,Ultra Low Sulfur Diesel,NO,330,<0.01,YES,8.67,0.48,<0.001,<0.001,<0.001,
01/03/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - TANK 80 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,35,1470,>90%,95.5%,1,56.2,Debut Gasoline,NO,5310,0.3,5%,0.75,5620,Debut Gasoline,NO,188,1.06,YES,5.5,246.36,<0.001,<0.001,-,
01/03/2013,LV-2,PLANT 1 - UNIT 039 - FLARE,PLANT 1 - FLARE SUMP,WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,15,630,99%,99.0%,1,4.03,"Knockout Water, Fuel Gas (Hydrocraker)",NO,2359,<0.01,1%,0.73,3150,"Knockout Water, Fuel Gas (Hydrocraker)",NO,17,0.05,YES,2.38,27.06,<0.001,<0.001,<0.001,
01/03/2013,LV-2,PLANT 1 - UNIT 008 - #1 OMD TANK FARM,PLANT 1 - DRUM D-292 CONTAINMENT,WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,15,630,99%,99.0%,1,<0.01,Stormwater,NO,2359,<0.01,1%,0.85,0.03,Stormwater,NO,20,<0.01,YES,2.38,<0.001,<0.001,<0.001,<0.001,
01/03/2013,LV-3,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,PLANT 1 - SURGE BASIN,SLUDGE AND WATER,PLANT 1 - 4TH LAGOON ,NO,4th Lagoon,NO,YES,420,17640,50-70%,70.0%,1,<0.01,Sludge,NO,46704,<0.01,30%,0.96,0.21,Sludge,NO,19115,<0.01,YES,65.82,0.06,<0.001,<0.001,<0.001,Sample taken from 4th Lagoon where the iron scum was dumped out of the basin and into the lagoons.
01/03/2013,LV-4,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,PLANT 1 - SURGE BASIN,SLUDGE AND WATER,PLANT 1 - 4TH LAGOON ,NO,4th Lagoon,NO,YES,360,15120,50-70%,70.0%,1,<0.01,Sludge,NO,40032,<0.01,30%,0.96,0.21,Sludge,NO,16385,<0.01,YES,56.42,0.06,<0.001,<0.001,<0.001,Sample taken from 4th Lagoon where the iron scum was dumped out of the basin and into the lagoons.
01/03/2013,LV-6,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,PLANT 1 - SURGE BASIN,SLUDGE AND WATER,PLANT 1 - 4TH LAGOON ,NO,4th Lagoon,NO,YES,600,25200,50-70%,70.0%,1,<0.01,Sludge,NO,66720,<0.01,30%,0.96,0.21,Sludge,NO,27308,<0.01,YES,94.03,0.06,<0.001,<0.001,<0.001,Sample taken from 4th Lagoon where the iron scum was dumped out of the basin and into the lagoons.
01/03/2013,LV-5,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,PLANT 1 - SURGE BASIN,SLUDGE AND WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,120,5040,50-70%,60.0%,1,<0.01,Sludge,NO,11438,<0.01,40%,0.96,0.21,Sludge,NO,7282,<0.01,YES,18.72,0.08,<0.001,<0.001,<0.001,Sample taken from 4th Lagoon where the iron scum was dumped out of the basin and into the lagoons.
01/03/2013,LV-4,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,PLANT 1 - SURGE BASIN,SLUDGE AND WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,180,7560,50-70%,70.0%,1,<0.01,Sludge,NO,20016,<0.01,30%,0.96,0.21,Sludge,NO,8192,<0.01,YES,28.21,0.06,<0.001,<0.001,<0.001,Sample taken from 4th Lagoon where the iron scum was dumped out of the basin and into the lagoons.
01/03/2013,LV-3,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,PLANT 1 - SURGE BASIN,SLUDGE AND WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,240,10080,50-70%,70.0%,1,<0.01,Sludge,NO,26688,<0.01,30%,0.96,0.21,Sludge,NO,10923,<0.01,YES,37.61,0.06,<0.001,<0.001,<0.001,Sample taken from 4th Lagoon where the iron scum was dumped out of the basin and into the lagoons.
01/03/2013,LV-6,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,PLANT 1 - SURGE BASIN,SLUDGE AND WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,120,5040,50-70%,60.0%,1,<0.01,Sludge,NO,11438,<0.01,40%,0.96,0.21,Sludge,NO,7282,<0.01,YES,18.72,0.08,<0.001,<0.001,<0.001,Sample taken from 4th Lagoon where the iron scum was dumped out of the basin and into the lagoons.
01/03/2013,LV-2,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,PLANT 1 - SURGE BASIN,SLUDGE AND WATER,PLANT 1 - 4TH LAGOON ,NO,4th Lagoon,NO,YES,60,2520,50-70%,70.0%,1,<0.01,Sludge,NO,6672,<0.01,30%,0.96,0.21,Sludge,NO,2731,<0.01,YES,9.4,0.06,<0.001,<0.001,<0.001,Sample taken from 4th Lagoon where the iron scum was dumped out of the basin and into the lagoons.
01/03/2013,LV-2,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,PLANT 1 - SURGE BASIN,SLUDGE AND WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,120,5040,50-70%,60.0%,1,<0.01,Sludge,NO,11438,<0.01,40%,0.96,0.21,Sludge,NO,7282,<0.01,YES,18.72,0.08,<0.001,<0.001,<0.001,Sample taken from 4th Lagoon where the iron scum was dumped out of the basin and into the lagoons.
01/03/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,60,2520,>90%,90.0%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,8578,0.09,10%,0.83,1616.67,TK-4516 Slop Oil Tank,YES,791,1.28,YES,9.37,146.07,<0.001,<0.001,-,
01/03/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4516 ,OIL,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,300,12600,<10%,10.0%,1,10.5,TK-4516 Slop Oil Tank Aqueous,NO,4766,0.05,90%,0.83,1616.67,TK-4516 Slop Oil Tank,YES,35586,57.53,YES,40.35,1426.97,0.06,0.06,-,
01/03/2013,LV-5,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4508 - DGF,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,60,2520,>90%,90.0%,1,4,TK-4507 Waste Water Tank,YES,8578,0.03,10%,0.85,500,TK-4507 Waste Water Tank,NO,810,0.41,YES,9.39,46.8,<0.001,<0.001,-,
01/03/2013,LV-2,PLANT 1 - UNIT 045 - WASTEWATER PLANT (WWTP),PLANT 1 - TANK 4508 - DGF,OILY WATER,PLANT 1 - CENTRIFUGE FRAC TANKS,YES,TO,NO,NO,180,7560,30-50%,40.0%,1,4,TK-4507 Waste Water Tank,YES,11438,0.05,60%,0.85,500,TK-4507 Waste Water Tank,NO,14583,7.29,YES,26.02,281.98,<0.011,<0.011,-,
01/03/2013,LV-6,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,PLANT 1 - SURGE BASIN,SLUDGE AND WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,120,5040,50-70%,60.0%,1,<0.01,Sludge,NO,11438,<0.01,40%,0.96,0.21,Sludge,NO,7282,<0.01,YES,18.72,0.08,<0.001,<0.001,<0.001,Sample taken from 4th Lagoon where the iron scum was dumped out of the basin and into the lagoons.
01/03/2013,LV-4,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,PLANT 1 - SURGE BASIN,SLUDGE AND WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,660,27720,50-70%,70.0%,1,<0.01,Sludge,NO,73392,<0.01,30%,0.96,0.21,Sludge,NO,30038,<0.01,YES,103.43,0.06,<0.001,<0.001,<0.001,Sample taken from 4th Lagoon where the iron scum was dumped out of the basin and into the lagoons.
01/03/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 6 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,9,378,99%,95.5%,1,24,Crude,NO,1365,0.03,5%,0.79,2400,Crude,NO,51,0.12,YES,1.42,109.27,<0.001,<0.001,-,
01/03/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 26 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,19,798,99%,95.5%,1,24,Crude,NO,2882,0.07,5%,0.79,2400,Crude,NO,107,0.26,YES,2.99,109.27,<0.001,<0.001,-,
01/03/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - LOWER API,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,18,756,99%,99.0%,1,3.32,Slop Oil Tank 20,NO,2831,<0.01,1%,0.82,332,Slop Oil Tank 20,NO,24,<0.01,YES,2.85,6.03,<0.001,<0.001,<0.001,
01/03/2013,LV-1,PLANT 2 - UNIT 210 - #2 OMD TANK FARM,PLANT 2 - TANK 20 - WATER DRAW,OILY WATER,PLANT 1 - VAC PAD,NO, VAC PAD,NO,YES,14,588,99%,95.5%,1,3.32,Slop Oil Tank 20,NO,2124,<0.01,5%,0.82,332,Slop Oil Tank 20,NO,82,0.03,YES,2.21,15.58,<0.001,<0.001,<0.001,
01/04/2013,LV-4,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,PLANT 1 - SURGE BASIN,SLUDGE AND WATER,PLANT 1 - 4TH LAGOON ,NO,4th Lagoon,NO,YES,550,23100,30-50%,50.0%,1,<0.01,Sludge,NO,43686,<0.01,50%,0.96,0.21,Sludge,NO,41720,<0.01,YES,85.41,0.1,<0.001,<0.001,<0.001,Sample taken from 4th Lagoon where the iron scum was dumped out of the basin and into the lagoons.
01/04/2013,LV-3,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,PLANT 1 - SURGE BASIN,SLUDGE AND WATER,PLANT 1 - 4TH LAGOON ,NO,4th Lagoon,NO,YES,500,21000,30-50%,50.0%,1,<0.01,Sludge,NO,39714,<0.01,50%,0.96,0.21,Sludge,NO,37927,<0.01,YES,77.64,0.1,<0.001,<0.001,<0.001,Sample taken from 4th Lagoon where the iron scum was dumped out of the basin and into the lagoons.
01/04/2013,LV-6,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,PLANT 1 - 003 OUTFALL,WATER,PLANT 1 - 4TH LAGOON ,NO,4th Lagoon,NO,YES,300,12600,99%,99.0%,1,2.51,All Groundwater,YES,47181,0.12,1%,0.76,12833.75,Remediation Oil,YES,364,4.68,YES,47.54,100.84,<0.001,<0.001,<0.001,
01/04/2013,LV-5,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,PLANT 1 - SURGE BASIN,SLUDGE AND WATER,PLANT 1 - 4TH LAGOON ,NO,4th Lagoon,NO,YES,650,27300,30-50%,50.0%,1,<0.01,Sludge,NO,51629,<0.01,50%,0.96,0.21,Sludge,NO,49305,0.01,YES,100.93,0.1,<0.001,<0.001,<0.001,Sample taken from 4th Lagoon where the iron scum was dumped out of the basin and into the lagoons.
01/04/2013,LV-6,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,PLANT 1 - SURGE BASIN,SLUDGE AND WATER,PLANT 1 - 4TH LAGOON ,NO,4th Lagoon,NO,YES,300,12600,30-50%,50.0%,1,<0.01,Sludge,NO,23829,<0.01,50%,0.96,0.21,Sludge,NO,22756,<0.01,YES,46.58,0.1,<0.001,<0.001,<0.001,Sample taken from 4th Lagoon where the iron scum was dumped out of the basin and into the lagoons.
01/04/2013,LV-106,PLANT 1 - UNIT 145 - GROUNDWATER REMEDIATION / WELLS,PLANT 1 - SURGE BASIN,SLUDGE AND WATER,PLANT 1 - 4TH LAGOON ,NO,4th Lagoon,NO,YES,120,5040,30-50%,50.0%,1,<0.01,Sludge,NO,9531,<0.01,50%,0.96,0.21,Sludge,NO,9103,<0.01,YES,18.63,0.1,<0.001,<0.001,<0.001,Sample taken from 4th Lagoon where the iron scum was dumped out of the basin and into the lagoons.
01/04/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N – Sumps/Wells/Trenches (clean truck),OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,15,630,>90%,90.0%,1,2.51,All Groundwater,YES,2145,<0.01,10%,0.76,12833.75,Remediation Oil,YES,182,2.34,YES,2.33,1007.12,<0.001,<0.001,-,
01/04/2013,LV-7,PLANT 1 - NORTH OF THE FENCELINE,P1 N - Monitoring Trenches North of Pond/Swale,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,40,1680,>90%,90.0%,1,2.51,All Groundwater,YES,5719,0.01,10%,0.76,12833.75,Remediation Oil,YES,486,6.23,YES,6.2,1007.12,<0.011,<0.011,-,
01/04/2013,LV-7,METRO,Metro - East of the ditch,OILY WATER,PLANT 1 - VAC PAD,YES, VAC PAD,NO,NO,4,168,>90%,90.0%,1,2.51,All Groundwater,YES,572,<0.01,10%,0.76,12833.75,Remediation Oil,YES,49,0.62,YES,0.62,1007.12,<0.001,<0.001,-,
